id,title,vote_average,vote_count,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages
91,Voice of Freedom,0,0,2021-02-15,0,120,FALSE,/jw8rG7S1lsDtXaEiRCIopo6MGfh.jpg,0,https://www.pbs.org/wgbh/americanexperience/films/voice-freedom/,tt13445810,Voice of Freedom,"On Easter Sunday, 1939, contralto Marian Anderson stepped up to a microphone in front of the Lincoln Memorial. Inscribed on the walls of the monument behind her were the words “all men are created equal.” Barred from performing in Constitution Hall because of her race, Anderson would sing for the American people in the open air. Hailed as a voice that “comes around once in a hundred years” by maestros in Europe and widely celebrated by both white and black audiences at home, her fame hadn’t been enough to spare her from the indignities and outright violence of racism and segregation.",1.916,/ipOwAxhVa9tLQaENS4ARmH8nKAF.jpg,Turbulent Times Turned an Artist into a Hero,Documentary,"WGBH, American Experience Films",United States of America,English
92,Sam Smith: Love Goes – Live at Abbey Road Studios,8.265,18,2021-05-22,0,61,FALSE,/5RmVCgwbloQCDQUrF9LgLq7rNg9.jpg,0,https://samsmithworld.com/,tt13327240,Sam Smith: Love Goes – Live at Abbey Road Studios,"Grammy-winning artist Sam Smith gives an intimate, soulful and chilling performance at the iconic Abbey Road Studios. This experience features songs from their third album and more.",2.616,/2MdUahtFN5461usx0EcGHrDJLx4.jpg,"Sit back, relax and enjoy Sam Smith.","Music, Documentary","Mercury Studios, SiFi Films, Universal Island Records Ltd.",United States of America,English
93,Returned,4.2,4,2015-10-09,0,90,FALSE,/wGfOyUa9icQNQ2X1cVA0MC21i7s.jpg,7000,https://www.creativegeniusfilms.com/,tt5167168,Returned,"Benjamin Lathan's flight disappeared, twelve years later he returns. With the help of a mysterious beauty, he finds himself on an unlikely journey.",0.799,/s04PH9XOcinHQkCP0P0HuUsAzO0.jpg,200 Passengers disappeared; one Returned,"Action, Science Fiction",Creative Genius Films,United States of America,English
94,Renfield,6.723,1014,2023-04-07,26348156,93,FALSE,/nBEFrdcVhwceGSFw83RksxY9Blg.jpg,65000000,https://www.renfieldmovie.com,tt11358390,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",63.941,/jG83l0tDwoQj3hBAioIsJ5rTPHw.jpg,Sucks to be him.,"Comedy, Horror, Fantasy","Skybound Entertainment, Universal Pictures, Giant Wildcat, dentsu","Japan, United States of America","English, Thai"
95,Elliot: The Littlest Reindeer,6.1,62,2018-11-08,0,89,FALSE,/ysCrwd7MuF52KLxxEt5wsPwAUzi.jpg,0,https://thelittlestreindeer.com,tt4177856,Elliot: The Littlest Reindeer,"When Blitzen announces his retirement on December 21st, a miniature horse has 3 days to fulfill his lifelong dream of earning a spot on Santa's team at the North Pole try-outs.",8.652,/ufcYhMgXtdL3OQBdR3G3p23pBni.jpg,Big Dreamers Dream Big,"Animation, Family, Adventure","Double Dutch International, Elgin Road Productions, Awesometown Entertainment",Canada,"Czech, English"
96,Assault on Precinct 13,7.281,948,1976-11-05,0,91,FALSE,/28lA2YGj74GU4CG4S5DoRmi9mNl.jpg,150000,http://www.theofficialjohncarpenter.com/assault-of-precinct-13/,tt0074156,Assault on Precinct 13,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,15.916,/vAGq6oo8ycKciWksoPDq0Ak4jbj.jpg,L.A.'s deadliest street gang just declared war on the cops.,"Thriller, Action, Crime","Overseas FilmGroup, The CKK Corporation",United States of America,English
97,2:22,5.175,40,2008-09-24,0,104,FALSE,/wEUPeCesbKZpWMuV0eBklOOXc5D.jpg,0,http://www.222themovie.com/cast2.htm,tt1261041,2:22,"The plan was easy; the job was not. On a snowy night a tight crew of four criminals plan to pull off a routine heist. When things go horribly wrong, friendship, loyalty and trust are pushed to the limit.",5.731,/w9Yd4lzYyFpzscvmFJKMPaUHPZq.jpg,The plan was simple... The events that followed were not,Thriller,Lab4 Productions,Canada,English
98,Salvation Boulevard,5.37,68,2011-07-15,89182,96,FALSE,/apMLieYY9z6tgBHLbCA7wsuar02.jpg,5500000,http://www.ifcfilms.com/uncategorized/salvation-boulevard,tt1251743,Salvation Boulevard,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,5.052,/q8kPPcpPUGhdAOP5LYHDMKZBXYP.jpg,Faith alone doesn’t cut it anymore,"Comedy, Thriller, Action, Drama","Mandalay Vision, 10th Hole Productions",United States of America,English
99,East Side Sushi,6.647,68,2014-03-08,0,100,FALSE,/zHf4EEJHkCHTBvLDo0gaAXzA93x.jpg,0,http://www.eastsidesushifilm.com/,tt2340650,East Side Sushi,"Years of working in the food industry have made Juana, a working-class Latina, a chef of speed and skill. Searching for financial stability, she stumbles into a high-energy, male-dominated Japanese cuisine kitchen. The new atmosphere re-ignites her passions for food and life and makes her hungry to get mixed up in the flavors of this new world.",3.853,/hyDJxhPooTZQ3F889qxHyAUzBfO.jpg,The way to a woman’s heart is through...sushi!,Drama,"Blue Sun Pictures, Sparklight Films",United States of America,English
100,Oklahoma City,6.8,54,2017-01-21,0,101,FALSE,/jRpNqr8Ntljfzpj5f1feMEmR96L.jpg,0,https://www.pbs.org/wgbh/americanexperience/films/oklahoma-city/,tt6333090,Oklahoma City,The bombing of the Alfred P. Murrah Federal Building in Oklahoma City in April 1995 is the worst act of domestic terrorism in American history. This documentary explores how a series of deadly encounters between American citizens and federal law enforcement—including the standoffs at Ruby Ridge and Waco—led to it.,2.347,/tWzjeZjdoOVmcq7FBsRKRtFp183.jpg,A cautionary tale of hate in America,Documentary,"American Experience Films, Ark Media",United States of America,English
